1514995200,15.510000,17.170000,15.430000,16.820000,
1515081600,16.549999,16.950001,16.379999,16.650000,
1515340800,16.520000,17.090000,16.379999,17.030001,
1515427200,16.930000,17.150000,16.170000,16.469999,
1515513600,16.260000,16.860001,16.170000,16.670000,
1515600000,16.400000,16.790001,16.100000,16.360001,
1515686400,16.129999,16.650000,15.750000,15.880000,
1515945600,15.600000,15.750000,14.570000,15.250000,
1516032000,15.000000,15.590000,15.000000,15.350000,
1516118400,15.280000,16.480000,14.580000,16.270000,
1516204800,15.980000,16.290001,15.850000,15.900000,
1516291200,15.920000,16.230000,15.200000,15.290000,
1516550400,14.900000,15.670000,14.500000,15.210000,
1516636800,15.060000,15.330000,14.850000,15.040000,
1516723200,14.900000,15.670000,14.620000,15.400000,
1516809600,15.020000,15.560000,14.900000,14.920000,
1516896000,14.730000,15.100000,14.170000,14.230000,
1517155200,14.410000,14.520000,13.750000,13.930000,
1517241600,13.820000,14.030000,13.650000,13.820000,
1517328000,13.860000,13.860000,12.590000,12.850000,
1517414400,12.860000,13.250000,12.600000,12.940000,
1517500800,12.700000,13.050000,12.150000,12.720000,
1517760000,12.400000,13.100000,12.300000,12.760000,
1517846400,12.530000,13.300000,12.380000,12.830000,
1517932800,13.140000,13.570000,12.440000,13.320000,
1518019200,13.120000,13.980000,13.010000,13.700000,
1518105600,13.290000,13.650000,12.460000,12.510000,
1518364800,12.580000,13.760000,12.580000,13.760000,
1518451200,13.760000,13.950000,13.550000,13.900000,
1518537600,13.900000,13.960000,13.600000,13.700000,
1519228800,13.880000,14.650000,13.700000,14.420000,
1519315200,14.320000,14.590000,14.120000,14.510000,
1519574400,14.520000,15.960000,14.400000,15.850000,
1519660800,15.730000,16.080000,15.500000,15.860000,
1519747200,15.650000,16.450001,15.520000,16.080000,
1519833600,15.900000,16.799999,15.800000,16.459999,
1519920000,16.150000,16.370001,15.520000,15.580000,
1520179200,15.730000,16.240000,15.420000,16.180000,
1520265600,16.049999,16.690001,15.810000,15.930000,
1520352000,15.800000,17.340000,15.710000,16.920000,
1520438400,16.620001,16.879999,16.410000,16.750000,
1520524800,16.700001,17.340000,16.700001,16.830000,
1520784000,16.910000,17.320000,16.680000,17.240000,
1520870400,17.100000,17.290001,16.680000,16.700001,
1520956800,16.559999,16.790001,15.920000,16.030001,
1521043200,16.120001,16.379999,15.880000,16.290001,
1521129600,16.180000,16.290001,15.780000,16.010000,
1521388800,15.850000,16.469999,15.800000,15.900000,
1521475200,15.590000,15.830000,15.320000,15.730000,
1521561600,15.840000,16.150000,15.610000,15.690000,
1521648000,15.800000,16.020000,15.370000,15.590000,
1521734400,14.800000,15.210000,14.030000,14.030000,
1521993600,13.680000,15.110000,13.680000,15.020000,
1522080000,15.400000,15.660000,15.020000,15.590000,
1522166400,15.270000,15.390000,15.030000,15.080000,
1522252800,15.120000,15.340000,14.400000,14.880000,
1522339200,14.960000,16.150000,14.960000,16.040001,
1522598400,16.280001,16.459999,15.810000,16.090000,
1522684800,15.780000,15.930000,15.300000,15.820000,
1522771200,15.990000,16.100000,15.600000,15.690000,
1523203200,15.640000,15.860000,14.880000,15.340000,
1523289600,15.400000,15.520000,15.030000,15.500000,
1523376000,15.600000,15.630000,15.160000,15.250000,
1523462400,15.090000,15.420000,14.950000,14.960000,
1523548800,15.130000,15.170000,14.900000,14.990000,
1523808000,14.800000,15.360000,14.680000,15.290000,
1523894400,15.400000,15.950000,15.060000,15.460000,
1523980800,15.690000,17.000000,15.500000,16.760000,
1524067200,16.719999,16.719999,16.100000,16.280001,
1524153600,16.120001,16.930000,16.040001,16.330000,
1524412800,16.430000,16.430000,15.310000,15.830000,
1524499200,15.570000,16.270000,15.260000,16.090000,
1524585600,15.820000,16.180000,15.760000,15.870000,
1524672000,15.890000,17.280001,15.800000,16.450001,
1524758400,16.719999,16.780001,15.500000,17.010000,
